an man on my cat shot Bob outside an pajamas outside Bob with my pajamas in a dog with my cat by an telescope,['1'],['0'],[ True],1,1,14:44:23.995042
an man on my cat shot John outside an pajamas outside Bob with my pajamas in a dog with my cat by an telescope,['1'],['1'],[False],2,1,14:44:23.997596
an man on my cat shot Bob outside an pajamas outside Mary with my pajamas in a dog with my cat by an telescope,['1'],['0'],[ True],3,2,14:44:23.999977
an man on my cat shot Bob with an pajamas outside Mary with my pajamas in a dog with my cat by an telescope,['1'],['1'],[False],4,2,14:44:24.004319
my man on my cat shot Bob outside an pajamas outside Mary with my pajamas in a dog with my cat by an telescope,['1'],['0'],[ True],5,3,14:44:24.008896
my man on my cat shot Bob outside an pajamas outside John with my pajamas in a dog with my cat by an telescope,['1'],['1'],[False],6,3,14:44:24.014990
my man on the cat shot Bob outside an pajamas outside Mary with my pajamas in a dog with my cat by an telescope,['1'],['1'],[False],7,3,14:44:24.018886
my man on my cat shot Bob outside an pajamas outside John with my pajamas in a dog with my cat by an telescope,['1'],['1'],[False],7,3,14:44:24.021548
my man on my cat shot Bob outside an pajamas outside Mary with my pajamas in a pajamas with my cat by an telescope,['1'],['0'],[ True],8,4,14:44:24.024057
my man on my cat wounded Bob outside an pajamas outside Mary with my pajamas in a pajamas with my cat by an telescope,['1'],['0'],[ True],9,5,14:44:24.027414
my man on my cat wounded Bob outside an pajamas on Mary with my pajamas in a pajamas with my cat by an telescope,['1'],['1'],[False],10,5,14:44:24.031655
my man on my cat wounded Bob outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],11,6,14:44:24.038549
my man on my cat shot Bob outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],12,7,14:44:24.046635
my man on my cat shot Bob outside an pajamas outside Mary with my pajamas in a park by my cat by an telescope,['1'],['1'],[False],13,7,14:44:24.051129
my man in my cat shot Bob outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['0'],['0'],[False],14,7,14:44:24.054980
my man on my cat shot I outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],15,8,14:44:24.059601
my man on my cat wounded I outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],16,9,14:44:24.062907
my man on my cat killed I outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],17,10,14:44:24.066730
my man on my cat killed Bob outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],18,11,14:44:24.070062
my man on my cat saw Bob outside an pajamas outside Mary with my pajamas in a pajamas by my cat by an telescope,['1'],['1'],[False],19,11,14:44:24.073775
my man on my cat killed Bob outside an pajamas outside Bob with my pajamas in a pajamas by my cat by an telescope,['1'],['0'],[ True],20,12,14:44:24.077142
my man on my cat saw Bob outside an pajamas outside Bob with my pajamas in a pajamas by my cat by an telescope,['1'],['1'],[False],21,12,14:44:24.080594
my man on my cat killed Bob outside an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],22,13,14:44:24.084110
my man on my cat killed Bob with an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['1'],[False],23,13,14:44:24.087607
my man on my cat killed I outside an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],24,14,14:44:24.091275
my man outside my cat killed I outside an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['0'],['0'],[False],25,14,14:44:24.094709
my man on my cat killed I by an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],26,15,14:44:24.098279
my man on my cat killed John by an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['1'],[False],27,15,14:44:24.101715
my man on my cat killed I by an dog outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['1'],[False],28,15,14:44:24.105091
my man on my cat killed I by an pajamas outside Bob with my pajamas in a cat by my cat by an park,['1'],['1'],[False],29,15,14:44:24.108656
my man on my cat killed I by an pajamas outside Mary with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],30,16,14:44:24.111930
my man on my cat killed I by an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],30,16,14:44:24.115343
my man in my cat killed I by an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['1'],['0'],[ True],31,17,14:44:24.118646
my man in my cat killed I by an pajamas on Bob with my pajamas in a pajamas by my cat by an park,['1'],['1'],[False],32,17,14:44:24.121799
my pajamas in my cat killed I by an pajamas outside Bob with my pajamas in a pajamas by my cat by an park,['0'],['0'],[False],33,17,14:44:24.125077
my man in my cat killed I by an pajamas outside Bob with my pajamas in a pajamas by my cat with an park,['1'],['0'],[ True],34,18,14:44:24.128344
my man in my cat killed I by an pajamas outside Bob with my pajamas in a pajamas with my cat with an park,['1'],['0'],[ True],35,19,14:44:24.131488
my man in my cat killed I by an pajamas outside Mary with my pajamas in a pajamas with my cat with an park,['1'],['0'],[ True],36,20,14:44:24.134731
my man in my cat killed I by an pajamas outside Mary with my pajamas in a pajamas on my cat with an park,['1'],['0'],[ True],37,21,14:44:24.138328
my man in my cat killed I by an pajamas outside John with my pajamas in a pajamas on my cat with an park,['1'],['0'],[ True],38,22,14:44:24.141483
my man in my cat killed I by an pajamas outside John with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],39,23,14:44:24.144723
my man in my cat saw I by an pajamas outside John with my pajamas in an pajamas on my cat with an park,['1'],['1'],[False],40,23,14:44:24.148097
my man in my cat saw I by an pajamas outside John with my pajamas in an pajamas on my cat with an park,['1'],['1'],[False],40,23,14:44:24.151453
my man in my cat wounded I by an pajamas outside John with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],41,24,14:44:24.154756
my man in my cat wounded I by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],42,25,14:44:24.158129
my man in my cat wounded I by an pajamas outside Bob in my pajamas in an pajamas on my cat with an park,['0'],['0'],[False],43,25,14:44:24.161232
my man in my cat killed I by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],44,26,14:44:24.165873
my man in my cat ate I by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['1'],[False],45,26,14:44:24.172472
my man in my cat saw I by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['1'],[False],46,26,14:44:24.176591
my man in my cat shot I by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],47,27,14:44:24.183608
my man in my cat shot Mary by an pajamas outside Bob with my pajamas in an pajamas on my cat with an park,['1'],['0'],[ True],48,28,14:44:24.187049
my man in my cat shot Mary by an pajamas with Bob with my pajamas in an pajamas on my cat with an park,['1'],['1'],[False],49,28,14:44:24.190828
my man in my cat shot Mary by an pajamas outside Bob with my pajamas in an pajamas on my cat with my park,['1'],['0'],[ True],50,29,14:44:24.195752
my man in my cat walked Mary by an pajamas outside Bob with my pajamas in an pajamas on my cat with my park,['1'],['1'],[False],51,29,14:44:24.199219
my man in my cat killed Mary by an pajamas outside Bob with my pajamas in an pajamas on my cat with my park,['1'],['0'],[ True],52,30,14:44:24.202501
