I walked Mary by a monkey outside a man,"[['RELIGION AND SPIRITUALITY', 0.05404992], ['SPORTS', 0.05389197], ['TRAVEL', 0.05176124], ['TECHNOLOGY AND COMPUTING', 0.05122411], ['ARTS AND ENTERTAINMENT', 0.05101698]]","[['PROFANE CONTENT', 0.21], ['NON-STANDARD CONTENT', 0.08]]",True,1,1,13:07:52.696420
I walked I by a monkey outside a man,"[['SPORTS', 0.05584327], ['TRAVEL', 0.0539639], ['RELIGION AND SPIRITUALITY', 0.05278577], ['TECHNOLOGY AND COMPUTING', 0.05003565], ['ARTS AND ENTERTAINMENT', 0.05001975]]","[['PROFANE CONTENT', 0.21], ['NON-STANDARD CONTENT', 0.08]]",True,2,2,13:07:56.814299
I walked I outside a monkey outside a man,"[['SPORTS', 0.05577472], ['TRAVEL', 0.05394349], ['RELIGION AND SPIRITUALITY', 0.05340401], ['TECHNOLOGY AND COMPUTING', 0.05001672], ['ARTS AND ENTERTAINMENT', 0.05000083]]","[['PROFANE CONTENT', 0.21], ['NON-STANDARD CONTENT', 0.08]]",True,3,3,13:08:01.899174
I walked Mary outside a monkey outside a man,"[['RELIGION AND SPIRITUALITY', 0.05404992], ['SPORTS', 0.05389197], ['TRAVEL', 0.05176124], ['TECHNOLOGY AND COMPUTING', 0.05122411], ['ARTS AND ENTERTAINMENT', 0.05101698]]","[['PROFANE CONTENT', 0.21], ['NON-STANDARD CONTENT', 0.08]]",True,4,4,13:08:06.011127
I walked Mary outside a monkey with a man,"[['RELIGION AND SPIRITUALITY', 0.05404992], ['SPORTS', 0.05389197], ['TRAVEL', 0.05176124], ['TECHNOLOGY AND COMPUTING', 0.05122411], ['ARTS AND ENTERTAINMENT', 0.05101698]]","[['PROFANE CONTENT', 0.21], ['NON-STANDARD CONTENT', 0.08]]",True,5,5,13:08:10.343898
I walked Mary outside a monkey with a park,"[['TRAVEL', 0.05923768], ['SPORTS', 0.05460582], ['RELIGION AND SPIRITUALITY', 0.05177167], ['HEALTH AND FITNESS', 0.04961886], ['ARTS AND ENTERTAINMENT', 0.04856713]]","[['NATIONAL PARKS', 0.33], ['TRAVEL', 0.09]]",False,6,5,13:08:14.597023
I walked Mary outside an monkey with a park,"[['TRAVEL', 0.05923768], ['SPORTS', 0.05460582], ['RELIGION AND SPIRITUALITY', 0.05177167], ['HEALTH AND FITNESS', 0.04961886], ['ARTS AND ENTERTAINMENT', 0.04856713]]","[['NATIONAL PARKS', 0.33], ['TRAVEL', 0.09]]",False,7,5,13:08:18.896535
Mary walked Mary outside an monkey with a park,"[['TRAVEL', 0.05848703], ['RELIGION AND SPIRITUALITY', 0.05143188], ['SPORTS', 0.05128567], ['HEALTH AND FITNESS', 0.05111863], ['BUSINESS', 0.05057309]]","[['NATIONAL PARKS', 0.22], ['TRAVEL', 0.08]]",False,8,5,13:08:23.095259
Mary walked Mary outside an dog with a park,"[['TRAVEL', 0.05738803], ['PETS', 0.05713123], ['RELIGION AND SPIRITUALITY', 0.05084139], ['ARTS AND ENTERTAINMENT', 0.05033747], ['BUSINESS', 0.0496205]]","[['DOGS', 0.46], ['PETS', 0.25]]",False,9,5,13:08:27.287759
Mary walked Mary outside an dog with a dog,"[['PETS', 0.05888633], ['RELIGION AND SPIRITUALITY', 0.05231279], ['ARTS AND ENTERTAINMENT', 0.05016828], ['BUSINESS', 0.04989323], ['REAL ESTATE', 0.04926668]]","[['DOGS', 0.67], ['PETS', 0.48]]",False,10,5,13:08:31.489169
Mary walked Mary outside an dog by a dog,"[['PETS', 0.05888633], ['RELIGION AND SPIRITUALITY', 0.05231279], ['ARTS AND ENTERTAINMENT', 0.05016828], ['BUSINESS', 0.04989323], ['REAL ESTATE', 0.04926668]]","[['DOGS', 0.67], ['PETS', 0.48]]",False,11,5,13:08:35.586442
Mary walked Mary outside an dog by a pajamas,"[['PETS', 0.05836333], ['RELIGION AND SPIRITUALITY', 0.05218404], ['EDUCATION', 0.04988938], ['ARTS AND ENTERTAINMENT', 0.0495766], ['BUSINESS', 0.04945982]]","[['DOGS', 0.41], ['PETS', 0.19]]",False,12,5,13:08:39.785143
Mary killed Mary outside an dog by a pajamas,"[['PETS', 0.05768687], ['RELIGION AND SPIRITUALITY', 0.05561115], ['BUSINESS', 0.05141098], ['EDUCATION', 0.0506632], ['REAL ESTATE', 0.04941107]]","[['DOGS', 0.4], ['PETS', 0.22]]",False,13,5,13:08:43.880871
Mary killed Mary outside an dog by my pajamas,"[['PETS', 0.05988104], ['RELIGION AND SPIRITUALITY', 0.0573966], ['EDUCATION', 0.05098665], ['TRAVEL', 0.05084002], ['AUTOMOTIVE', 0.05036771]]","[['DOGS', 0.4], ['PETS', 0.22]]",False,14,5,13:08:48.182437
Mary killed Mary on an dog by my pajamas,"[['PETS', 0.05914946], ['RELIGION AND SPIRITUALITY', 0.05255945], ['AUTOMOTIVE', 0.05164281], ['EDUCATION', 0.05098835], ['HOBBIES AND INTERESTS', 0.04943342]]","[['DOGS', 0.4], ['PETS', 0.22]]",False,15,5,13:08:52.381018
