Olivia looked a business Thomas Thomas school outside Thomas I by woman Olivia the home room country Alexander,"['NEUTRAL', 0.47623427]","['NEUTRAL', 0.0]",False,1,0,11:20:58.153755
Olivia looked a business Thomas Thomas school on Thomas I by woman Olivia the home room country Alexander,"['NEUTRAL', 0.51027874]","['NEUTRAL', 0.0]",False,2,0,11:21:02.407916
Olivia needed a business Thomas Thomas school on Thomas I by woman Olivia the home room country Alexander,"['NEUTRAL', 0.50119065]","['NEUTRAL', 0.0]",False,3,0,11:21:07.466208
Olivia needed a business Thomas Thomas school in Thomas I by woman Olivia the home room country Alexander,"['NEUTRAL', 0.50119065]","['NEUTRAL', 0.0]",False,4,0,11:21:12.482197
Olivia needed a business Thomas Thomas school in Thomas I by country Olivia the home room country Alexander,"['NEUTRAL', 0.42685457]","['NEUTRAL', 0.0]",False,5,0,11:21:15.260396
Olivia knew a business Thomas Thomas school in Thomas I by country Olivia the home room country Alexander,"['NEUTRAL', 0.44575365]","['NEUTRAL', 0.0]",False,6,0,11:21:20.263539
Olivia knew a business Thomas Thomas school in Thomas I on country Olivia the home room country Alexander,"['NEUTRAL', 0.44575365]","['NEUTRAL', 0.0]",False,7,0,11:21:23.440866
Olivia knew a business Thomas Thomas school in Thomas I with country Olivia the home room country Alexander,"['NEUTRAL', 0.44575365]","['NEUTRAL', 0.0]",False,8,0,11:21:26.729710
Olivia knew a business Thomas Thomas school in Thomas I with country Olivia my home room country Alexander,"['NEUTRAL', 0.39601834]","['NEUTRAL', 0.0]",False,9,0,11:21:29.594720
Olivia knew a home Thomas Thomas school in Thomas I with country Olivia my home room country Alexander,"['NEUTRAL', 0.61332447]","['NEUTRAL', 0.0]",False,10,0,11:21:34.600147
Olivia knew a home Thomas Thomas school on Thomas I with country Olivia my home room country Alexander,"['NEUTRAL', 0.61332447]","['NEUTRAL', 0.0]",False,11,0,11:21:39.757608
Olivia knew a home Thomas Thomas school on Thomas I with country Olivia a home room country Alexander,"['NEUTRAL', 0.66151513]","['NEUTRAL', 0.0]",False,12,0,11:21:42.696268
