an little little cat said Joe put the angry fish was a tree outside Joe,"[['PETS', 0.07326465], ['RELIGION AND SPIRITUALITY', 0.05802087], ['LAW GOVERNMENT AND POLITICS', 0.05431853], ['BUSINESS', 0.05369173], ['REAL ESTATE', 0.05364106]]","[['SPORTS', 0.972841], ['PETS', 0.0181863], ['SCIENCE', 0.000800544], ['FOOD AND DRINK', 0.000378879], ['HOBBIES AND INTERESTS', 0.000366906]]",True,1,1,17:15:40.829872
Bob killed Bob by my tree,"[['BUSINESS', 0.05883377], ['RELIGION AND SPIRITUALITY', 0.05196546], ['TRAVEL', 0.05091946], ['FAMILY AND PARENTING', 0.05021715], ['HEALTH AND FITNESS', 0.04967846]]","[['NON STANDARD CONTENT', 0.611989], ['SPORTS', 0.077735], ['ARTS AND ENTERTAINMENT', 0.0549227], ['RELIGION AND SPIRITUALITY', 0.0517975], ['FOOD AND DRINK', 0.0430892]]",True,2,2,17:15:44.108463
Wayne wounded John in an squirrel,"[['SPORTS', 0.05412509], ['ARTS AND ENTERTAINMENT', 0.05197796], ['EDUCATION', 0.05136279], ['LAW GOVERNMENT AND POLITICS', 0.0506338], ['BUSINESS', 0.05019707]]","[['TRAVEL', 1.0], ['HOBBIES AND INTERESTS', 1.35273e-09], ['PETS', 1.14526e-10], ['SPORTS', 3.56345e-11], ['FOOD AND DRINK', 5.52976e-12]]",True,3,3,17:15:46.871648
my tall tall tall little tree was Bob with Joe,"[['BUSINESS', 0.05395337], ['HOBBIES AND INTERESTS', 0.05384267], ['HEALTH AND FITNESS', 0.05054963], ['RELIGION AND SPIRITUALITY', 0.05032304], ['STYLE AND FASHION', 0.04992936]]","[['BUSINESS', 0.958813], ['NON STANDARD CONTENT', 0.0322945], ['HOBBIES AND INTERESTS', 0.00368647], ['SPORTS', 0.000739591], ['SCIENCE', 0.0006504]]",True,4,4,17:15:49.672094
an log said Stephen thought frightened,"[['REAL ESTATE', 0.0567329], ['LAW GOVERNMENT AND POLITICS', 0.05484497], ['BUSINESS', 0.05256091], ['TRAVEL', 0.05055727], ['SOCIETY', 0.05031123]]","[['TRAVEL', 0.290595], ['HOBBIES AND INTERESTS', 0.260257], ['RELIGION AND SPIRITUALITY', 0.135413], ['SPORTS', 0.0686012], ['ARTS AND ENTERTAINMENT', 0.0527872]]",True,5,5,17:15:52.401407
Stephen saw an bear killed an tall frightened angry tall little tall tall frightened cat outside Stephen,"[['PETS', 0.06479157], ['HEALTH AND FITNESS', 0.05641243], ['HOBBIES AND INTERESTS', 0.05337694], ['EDUCATION', 0.0528341], ['TRAVEL', 0.05213773]]","[['PETS', 0.998229], ['NON STANDARD CONTENT', 0.000671299], ['HOBBIES AND INTERESTS', 0.000210004], ['SPORTS', 0.000138531], ['SOCIETY', 0.00011666]]",True,6,6,17:15:55.115623
an frightened frightened log saw my dog said Mary,"[['PETS', 0.06123083], ['LAW GOVERNMENT AND POLITICS', 0.05307611], ['REAL ESTATE', 0.05297427], ['HOBBIES AND INTERESTS', 0.05162609], ['BUSINESS', 0.0510316]]","[['TRAVEL', 0.447047], ['HEALTH AND FITNESS', 0.249304], ['HOBBIES AND INTERESTS', 0.103612], ['RELIGION AND SPIRITUALITY', 0.0717827], ['PETS', 0.00877484]]",True,7,7,17:15:57.894214
Joe shot my little little frightened frightened dog killed Joe saw Bob ate frightened,"[['PETS', 0.06036522], ['ARTS AND ENTERTAINMENT', 0.05373354], ['HEALTH AND FITNESS', 0.05155356], ['LAW GOVERNMENT AND POLITICS', 0.05139574], ['AUTOMOTIVE', 0.05111408]]","[['PETS', 0.999846], ['RELIGION AND SPIRITUALITY', 8.19942e-05], ['TRAVEL', 3.97154e-05], ['HOBBIES AND INTERESTS', 2.03896e-05], ['SPORTS', 3.68014e-07]]",True,8,8,17:16:00.696395
a squirrel wounded a tall cat walked Bob,"[['PETS', 0.06383657], ['SPORTS', 0.05160774], ['ARTS AND ENTERTAINMENT', 0.05159416], ['REAL ESTATE', 0.04905032], ['HOBBIES AND INTERESTS', 0.04861532]]","[['PETS', 1.0], ['HOBBIES AND INTERESTS', 5.25033e-08], ['SPORTS', 5.19456e-09], ['HEALTH AND FITNESS', 6.72762e-10], ['STYLE AND FASHION', 1.55922e-12]]",False,9,8,17:16:03.615802
Mary shot little,"[['SPORTS', 0.05285254], ['HEALTH AND FITNESS', 0.05266569], ['ARTS AND ENTERTAINMENT', 0.05095804], ['SOCIETY', 0.04832912], ['TRAVEL', 0.04816172]]","[['HEALTH AND FITNESS', 1.0], ['SPORTS', 5.76701e-13], ['FOOD AND DRINK', 1.00001e-13], ['TRAVEL', 5.63832e-14], ['HOBBIES AND INTERESTS', 3.26528e-14]]",False,10,8,17:16:06.428181
my bear saw Bob killed frightened,"[['HEALTH AND FITNESS', 0.0532573], ['HOBBIES AND INTERESTS', 0.05276557], ['ARTS AND ENTERTAINMENT', 0.05067014], ['PETS', 0.05044241], ['BUSINESS', 0.05000962]]","[['RELIGION AND SPIRITUALITY', 0.330609], ['TRAVEL', 0.253599], ['SPORTS', 0.172957], ['FOOD AND DRINK', 0.0659325], ['HOBBIES AND INTERESTS', 0.00632693]]",True,11,9,17:16:09.237842
