Mary walked Mary outside Mary,"[['RELIGION AND SPIRITUALITY', 0.05361293], ['HEALTH AND FITNESS', 0.05014769], ['BUSINESS', 0.04977676], ['REAL ESTATE', 0.04939356], ['ARTS AND ENTERTAINMENT', 0.04916552]]","[['RELIGION AND SPIRITUALITY', 0.271395], ['TRAVEL', 0.0497494], ['CAREERS', 0.0495253], ['HOBBIES AND INTERESTS', 0.0466313], ['HOME AND GARDEN', 0.0311592]]",True,1,1
I wounded an park on my dog with Bob,"[['PETS', 0.06110823], ['TRAVEL', 0.05658817], ['SPORTS', 0.05301592], ['AUTOMOTIVE', 0.05292565], ['ARTS AND ENTERTAINMENT', 0.05083852]]","[['PETS', 1.0], ['TRAVEL', 9.70391e-09], ['SPORTS', 7.62525e-09], ['ARTS AND ENTERTAINMENT', 5.88408e-09], ['HEALTH AND FITNESS', 5.82246e-09]]",False,2,1
John shot Bob outside I,"[['SPORTS', 0.06944553], ['ARTS AND ENTERTAINMENT', 0.05239776], ['BUSINESS', 0.05054372], ['HEALTH AND FITNESS', 0.04972831], ['TRAVEL', 0.04965942]]","[['SOCIETY', 1.0], ['SPORTS', 2.49776e-10], ['NON STANDARD CONTENT', 6.7779e-12], ['ARTS AND ENTERTAINMENT', 3.00076e-12], ['RELIGION AND SPIRITUALITY', 2.48186e-12]]",True,3,2
I walked Bob,"[['SPORTS', 0.0564872], ['ARTS AND ENTERTAINMENT', 0.05215432], ['TECHNOLOGY AND COMPUTING', 0.05019875], ['HOBBIES AND INTERESTS', 0.04816338], ['STYLE AND FASHION', 0.04810488]]","[['SPORTS', 0.99719], ['HEALTH AND FITNESS', 0.00280925], ['TRAVEL', 8.6856e-08], ['LAW AND GOVERNMENT AND POLITICS', 8.08507e-08], ['HOBBIES AND INTERESTS', 7.38352e-08]]",True,4,3
my telescope with I wounded John on John,"[['SPORTS', 0.05177312], ['SCIENCE', 0.04985029], ['AUTOMOTIVE', 0.04973559], ['EDUCATION', 0.04970313], ['HOBBIES AND INTERESTS', 0.04967999]]","[['HOBBIES AND INTERESTS', 0.994159], ['TRAVEL', 0.00557638], ['SCIENCE', 0.000120169], ['SPORTS', 1.47388e-05], ['CAREERS', 2.66675e-06]]",False,5,3
Bob saw I outside John,"[['SPORTS', 0.06115887], ['ARTS AND ENTERTAINMENT', 0.05351644], ['BUSINESS', 0.05043097], ['HOBBIES AND INTERESTS', 0.050426], ['HEALTH AND FITNESS', 0.04988173]]","[['SPORTS', 0.0793691], ['NON STANDARD CONTENT', 0.073784], ['RELIGION AND SPIRITUALITY', 0.0542347], ['EDUCATION', 0.0329992], ['HOBBIES AND INTERESTS', 0.0276137]]",True,6,4
an park ate I outside Bob,"[['SPORTS', 0.06174358], ['TRAVEL', 0.058359], ['FOOD AND DRINK', 0.05152912], ['HEALTH AND FITNESS', 0.05068075], ['ARTS AND ENTERTAINMENT', 0.05014682]]","[['TRAVEL', 0.159207], ['FOOD AND DRINK', 0.125662], ['HOME AND GARDEN', 0.0612453], ['SPORTS', 0.0589295], ['RELIGION AND SPIRITUALITY', 0.0302994]]",False,7,4
an cat outside Mary killed Mary outside I,"[['PETS', 0.0614105], ['RELIGION AND SPIRITUALITY', 0.05493], ['TECHNOLOGY AND COMPUTING', 0.05096368], ['SCIENCE', 0.0493138], ['HOBBIES AND INTERESTS', 0.04861913]]","[['PETS', 0.999652], ['HEALTH AND FITNESS', 6.89634e-05], ['ARTS AND ENTERTAINMENT', 5.3807e-05], ['HOBBIES AND INTERESTS', 1.65438e-05], ['NON STANDARD CONTENT', 1.52618e-05]]",True,8,5
Bob saw my park in Mary on a park outside Bob,"[['HEALTH AND FITNESS', 0.05829737], ['TRAVEL', 0.05705158], ['SPORTS', 0.05380078], ['BUSINESS', 0.05109852], ['ARTS AND ENTERTAINMENT', 0.04946031]]","[['TRAVEL', 0.99991], ['SPORTS', 8.95656e-05], ['HOBBIES AND INTERESTS', 9.46028e-09], ['FOOD AND DRINK', 2.45565e-10], ['HEALTH AND FITNESS', 2.04271e-10]]",False,9,5
I saw I with an man with Bob by Bob,"[['SPORTS', 0.05906989], ['ARTS AND ENTERTAINMENT', 0.05346638], ['HOBBIES AND INTERESTS', 0.05337667], ['SCIENCE', 0.05179957], ['HEALTH AND FITNESS', 0.05099471]]","[['HEALTH AND FITNESS', 0.335479], ['NON STANDARD CONTENT', 0.118137], ['SPORTS', 0.0790794], ['HOBBIES AND INTERESTS', 0.0463201], ['ARTS AND ENTERTAINMENT', 0.0193682]]",False,10,5
an dog with Bob ate I with John,"[['PETS', 0.05699527], ['ARTS AND ENTERTAINMENT', 0.05495125], ['SPORTS', 0.05385161], ['EDUCATION', 0.05101219], ['LAW GOVERNMENT AND POLITICS', 0.04921432]]","[['PETS', 0.999999], ['FOOD AND DRINK', 6.1312e-07], ['RELIGION AND SPIRITUALITY', 8.71149e-08], ['SPORTS', 8.50739e-08], ['TRAVEL', 3.71609e-08]]",True,11,6
John ate the cat with my telescope in Mary,"[['PETS', 0.06487926], ['EDUCATION', 0.05333519], ['HEALTH AND FITNESS', 0.0519756], ['SCIENCE', 0.05007825], ['ARTS AND ENTERTAINMENT', 0.0490209]]","[['PETS', 1.0], ['SCIENCE', 1.82042e-12], ['HOBBIES AND INTERESTS', 3.6986e-13], ['ARTS AND ENTERTAINMENT', 6.21557e-14], ['HEALTH AND FITNESS', 5.08628e-14]]",False,12,6
I saw my dog on I,"[['AUTOMOTIVE', 0.06117102], ['PETS', 0.05796183], ['HOBBIES AND INTERESTS', 0.05456572], ['EDUCATION', 0.05179462], ['ARTS AND ENTERTAINMENT', 0.04873006]]","[['SOCIETY', 0.599831], ['HOBBIES AND INTERESTS', 0.184753], ['PETS', 0.085192], ['SPORTS', 0.0757375], ['AUTOMOTIVE', 0.0314531]]",False,13,6
John saw an cat by Mary on Bob by Mary on I outside Bob,"[['PETS', 0.06170006], ['SPORTS', 0.05678329], ['ARTS AND ENTERTAINMENT', 0.05425351], ['HEALTH AND FITNESS', 0.05196285], ['BUSINESS', 0.0501666]]","[['SPORTS', 0.999997], ['PETS', 3.56767e-07], ['HOBBIES AND INTERESTS', 1.18555e-09], ['SOCIETY', 4.32669e-10], ['TECHNOLOGY AND COMPUTING', 1.49998e-10]]",True,14,7
an elephant shot John by a man outside my telescope with John with my elephant on Mary,"[['HEALTH AND FITNESS', 0.05802708], ['SPORTS', 0.05560817], ['RELIGION AND SPIRITUALITY', 0.05430533], ['TRAVEL', 0.05296618], ['EDUCATION', 0.05120088]]","[['ARTS AND ENTERTAINMENT', 0.978563], ['SOCIETY', 0.0195123], ['SPORTS', 0.000987626], ['EDUCATION', 0.000379125], ['HEALTH AND FITNESS', 0.000181651]]",False,15,7
Bob shot Mary on John outside Mary,"[['SPORTS', 0.06290676], ['BUSINESS', 0.05430342], ['HEALTH AND FITNESS', 0.05251599], ['ARTS AND ENTERTAINMENT', 0.05218203], ['RELIGION AND SPIRITUALITY', 0.05008625]]","[['SPORTS', 0.999993], ['TRAVEL', 7.33848e-06], ['ARTS AND ENTERTAINMENT', 3.30896e-09], ['REAL ESTATE', 3.2138e-09], ['HOBBIES AND INTERESTS', 1.52253e-09]]",True,16,8
a pajamas on I ate Bob on my dog,"[['PETS', 0.06252987], ['AUTOMOTIVE', 0.05179666], ['SPORTS', 0.05069568], ['HOBBIES AND INTERESTS', 0.05023276], ['EDUCATION', 0.04969192]]","[['SCIENCE', 0.495679], ['PETS', 0.215904], ['SPORTS', 0.166746], ['FOOD AND DRINK', 0.0701921], ['HEALTH AND FITNESS', 0.00153343]]",True,17,9
Mary walked Bob,"[['ARTS AND ENTERTAINMENT', 0.05204875], ['SPORTS', 0.05121413], ['BUSINESS', 0.04943061], ['HEALTH AND FITNESS', 0.04935351], ['PETS', 0.04930707]]","[['SPORTS', 0.932257], ['HEALTH AND FITNESS', 0.0677332], ['HOBBIES AND INTERESTS', 1.7977e-06], ['TRAVEL', 9.00093e-07], ['LAW AND GOVERNMENT AND POLITICS', 5.35163e-07]]",True,18,10
Bob killed Bob,"[['BUSINESS', 0.05061952], ['SPORTS', 0.05034261], ['LAW GOVERNMENT AND POLITICS', 0.05016963], ['REAL ESTATE', 0.04913586], ['PETS', 0.04887502]]","[['SPORTS', 0.358438], ['HOBBIES AND INTERESTS', 0.267295], ['RELIGION AND SPIRITUALITY', 0.0215905], ['EDUCATION', 0.0150678], ['PETS', 0.0123661]]",True,19,11
Mary shot the cat by I,"[['PETS', 0.06010884], ['TECHNOLOGY AND COMPUTING', 0.05474955], ['SPORTS', 0.05427092], ['HOBBIES AND INTERESTS', 0.04957842], ['ARTS AND ENTERTAINMENT', 0.04867926]]","[['PETS', 0.999999], ['HEALTH AND FITNESS', 1.40608e-06], ['HOBBIES AND INTERESTS', 2.61903e-13], ['SPORTS', 1.68211e-14], ['ARTS AND ENTERTAINMENT', 4.81968e-15]]",False,20,11
I shot a pajamas with the elephant in I,"[['SPORTS', 0.05842034], ['TRAVEL', 0.05205189], ['TECHNOLOGY AND COMPUTING', 0.05200232], ['HOBBIES AND INTERESTS', 0.049673], ['HEALTH AND FITNESS', 0.04936576]]","[['PETS', 0.436897], ['HEALTH AND FITNESS', 0.159742], ['SCIENCE', 0.10752], ['SPORTS', 0.0833513], ['HOBBIES AND INTERESTS', 0.0656185]]",False,21,11
Bob shot I,"[['SPORTS', 0.06431318], ['TECHNOLOGY AND COMPUTING', 0.05132481], ['ARTS AND ENTERTAINMENT', 0.05008641], ['TRAVEL', 0.04942956], ['BUSINESS', 0.04843149]]","[['SPORTS', 1.0], ['HOBBIES AND INTERESTS', 4.26463e-16], ['HEALTH AND FITNESS', 2.55085e-16], ['FOOD AND DRINK', 1.78428e-16], ['NON STANDARD CONTENT', 1.17714e-16]]",True,22,12
John ate an telescope with an dog with John with John in I,"[['PETS', 0.0551406], ['EDUCATION', 0.05279675], ['ARTS AND ENTERTAINMENT', 0.051442], ['SCIENCE', 0.04993079], ['FOOD AND DRINK', 0.04960672]]","[['SOCIETY', 0.543233], ['PETS', 0.425071], ['SCIENCE', 0.017577], ['FOOD AND DRINK', 0.0042027], ['HOBBIES AND INTERESTS', 0.00154568]]",False,23,12
my dog wounded my cat by an dog,"[['PETS', 0.08511429], ['AUTOMOTIVE', 0.05134799], ['HOBBIES AND INTERESTS', 0.04954662], ['EDUCATION', 0.04942802], ['ARTS AND ENTERTAINMENT', 0.04707769]]","[['PETS', 0.947922], ['ARTS AND ENTERTAINMENT', 2.69716e-07], ['HOBBIES AND INTERESTS', 6.80335e-08], ['SPORTS', 2.60788e-08], ['CAREERS', 3.79571e-09]]",False,24,12
Bob shot Mary with John,"[['SPORTS', 0.06043291], ['ARTS AND ENTERTAINMENT', 0.05291743], ['BUSINESS', 0.0521404], ['HEALTH AND FITNESS', 0.0509729], ['LAW GOVERNMENT AND POLITICS', 0.05078497]]","[['REAL ESTATE', 0.400847], ['SPORTS', 0.314081], ['TECHNOLOGY AND COMPUTING', 0.0289322], ['CAREERS', 0.020176], ['TRAVEL', 0.017911]]",True,25,13
the telescope with Bob shot a dog in my cat with Mary,"[['PETS', 0.08345338], ['SCIENCE', 0.04919261], ['ARTS AND ENTERTAINMENT', 0.04885808], ['HEALTH AND FITNESS', 0.04873242], ['SPORTS', 0.04864616]]","[['PETS', 0.938333], ['ARTS AND ENTERTAINMENT', 1.58137e-06], ['SCIENCE', 1.11679e-06], ['HOBBIES AND INTERESTS', 9.92203e-07], ['SPORTS', 4.26244e-07]]",False,26,13
an cat outside John walked I on John by my telescope in I,"[['PETS', 0.06429516], ['RELIGION AND SPIRITUALITY', 0.05181872], ['SPORTS', 0.05032955], ['EDUCATION', 0.04979495], ['HEALTH AND FITNESS', 0.04966883]]","[['PETS', 0.352511], ['SPORTS', 0.268981], ['TRAVEL', 0.122086], ['SCIENCE', 0.0556709], ['HOBBIES AND INTERESTS', 0.0418323]]",True,27,14
Bob shot the pajamas with Mary in John,"[['SPORTS', 0.06068917], ['ARTS AND ENTERTAINMENT', 0.05208224], ['HEALTH AND FITNESS', 0.05206494], ['BUSINESS', 0.05171167], ['LAW GOVERNMENT AND POLITICS', 0.05060589]]","[['SCIENCE', 0.677166], ['FOOD AND DRINK', 0.322804], ['SPORTS', 7.94435e-06], ['CAREERS', 2.66656e-06], ['TRAVEL', 1.86768e-06]]",True,28,15
Bob saw an pajamas with I,"[['SPORTS', 0.05709778], ['HOBBIES AND INTERESTS', 0.05236183], ['ARTS AND ENTERTAINMENT', 0.05062636], ['HEALTH AND FITNESS', 0.0502862], ['AUTOMOTIVE', 0.0487198]]","[['HOBBIES AND INTERESTS', 0.999995], ['SCIENCE', 4.49895e-06], ['FOOD AND DRINK', 5.55555e-07], ['SPORTS', 3.12226e-07], ['AUTOMOTIVE', 6.36984e-09]]",False,29,15
Mary shot an dog in I,"[['PETS', 0.05405419], ['TECHNOLOGY AND COMPUTING', 0.05185689], ['SPORTS', 0.05163839], ['ARTS AND ENTERTAINMENT', 0.05080326], ['HOBBIES AND INTERESTS', 0.04992382]]","[['HEALTH AND FITNESS', 0.998395], ['PETS', 0.00160544], ['ARTS AND ENTERTAINMENT', 8.52449e-09], ['FOOD AND DRINK', 3.39851e-09], ['HOBBIES AND INTERESTS', 3.33985e-09]]",False,30,15
Mary wounded Bob by my dog,"[['PETS', 0.06465822], ['ARTS AND ENTERTAINMENT', 0.05096536], ['AUTOMOTIVE', 0.04979796], ['HEALTH AND FITNESS', 0.04892174], ['EDUCATION', 0.04885339]]","[['PETS', 0.954251], ['ARTS AND ENTERTAINMENT', 0.0434056], ['SPORTS', 0.000686786], ['TRAVEL', 0.000210926], ['NON STANDARD CONTENT', 0.000123969]]",True,31,16
Mary saw Bob with I in Mary,"[['SPORTS', 0.05479569], ['HOBBIES AND INTERESTS', 0.052739], ['ARTS AND ENTERTAINMENT', 0.05247906], ['HEALTH AND FITNESS', 0.051373], ['TECHNOLOGY AND COMPUTING', 0.04950231]]","[['HOBBIES AND INTERESTS', 0.999781], ['SPORTS', 1.83469e-06], ['CAREERS', 1.58728e-06], ['HEALTH AND FITNESS', 8.37658e-07], ['EDUCATION', 6.26512e-07]]",False,32,16
John killed Bob with Mary with Bob,"[['LAW GOVERNMENT AND POLITICS', 0.05318251], ['BUSINESS', 0.05180628], ['ARTS AND ENTERTAINMENT', 0.05161569], ['SPORTS', 0.05023156], ['RELIGION AND SPIRITUALITY', 0.05007582]]","[['STYLE AND FASHION', 1.0], ['HOBBIES AND INTERESTS', 7.95637e-08], ['HEALTH AND FITNESS', 2.0071e-08], ['SPORTS', 1.41006e-08], ['SOCIETY', 8.49558e-09]]",True,33,17
Mary shot my park on an telescope,"[['TRAVEL', 0.05730014], ['HEALTH AND FITNESS', 0.05508952], ['SPORTS', 0.05238065], ['SCIENCE', 0.0499417], ['EDUCATION', 0.04771875]]","[['HEALTH AND FITNESS', 0.999473], ['SCIENCE', 0.000485723], ['TRAVEL', 3.64338e-06], ['SPORTS', 2.42053e-06], ['PETS', 2.07051e-06]]",False,34,17
Mary wounded Bob outside John with Mary,"[['SPORTS', 0.05598974], ['BUSINESS', 0.05336074], ['ARTS AND ENTERTAINMENT', 0.05328397], ['HEALTH AND FITNESS', 0.05175352], ['RELIGION AND SPIRITUALITY', 0.05082437]]","[['SOCIETY', 1.0], ['TRAVEL', 1.50109e-08], ['CAREERS', 7.90728e-09], ['SPORTS', 5.89249e-09], ['PETS', 3.74583e-09]]",True,35,18
I wounded Bob,"[['SPORTS', 0.05732974], ['ARTS AND ENTERTAINMENT', 0.05131647], ['TECHNOLOGY AND COMPUTING', 0.04937437], ['HOBBIES AND INTERESTS', 0.04879968], ['STYLE AND FASHION', 0.0486005]]","[['SPORTS', 0.285373], ['ARTS AND ENTERTAINMENT', 0.0485375], ['HEALTH AND FITNESS', 0.0366016], ['HOBBIES AND INTERESTS', 0.0320092], ['PETS', 0.0237797]]",False,36,18
I saw I,"[['HOBBIES AND INTERESTS', 0.05416852], ['AUTOMOTIVE', 0.05336685], ['SPORTS', 0.05177754], ['SCIENCE', 0.0507544], ['EDUCATION', 0.04913618]]","[['SPORTS', 0.207273], ['SOCIETY', 0.126249], ['HOBBIES AND INTERESTS', 0.0928597], ['ARTS AND ENTERTAINMENT', 0.0690152], ['NON STANDARD CONTENT', 0.0583527]]",True,37,19
my cat with the man ate Mary,"[['PETS', 0.06533467], ['HEALTH AND FITNESS', 0.05337825], ['EDUCATION', 0.05096282], ['HOBBIES AND INTERESTS', 0.04968344], ['ARTS AND ENTERTAINMENT', 0.04938448]]","[['PETS', 1.0], ['HOBBIES AND INTERESTS', 4.30026e-09], ['SOCIETY', 1.32921e-10], ['ARTS AND ENTERTAINMENT', 3.21261e-11], ['NON STANDARD CONTENT', 2.05904e-11]]",False,38,19
my telescope by John shot an dog in a dog in John in Mary outside the dog in I,"[['PETS', 0.05697516], ['RELIGION AND SPIRITUALITY', 0.05338397], ['SPORTS', 0.05265599], ['EDUCATION', 0.05110704], ['ARTS AND ENTERTAINMENT', 0.05063063]]","[['PETS', 1.0], ['HOBBIES AND INTERESTS', 3.1804e-07], ['ARTS AND ENTERTAINMENT', 5.1604e-09], ['SOCIETY', 1.94269e-09], ['SPORTS', 1.00823e-09]]",False,39,19
Bob walked John in Bob,"[['SPORTS', 0.05487139], ['ARTS AND ENTERTAINMENT', 0.05366777], ['LAW GOVERNMENT AND POLITICS', 0.05071918], ['PERSONAL FINANCE', 0.04970713], ['PETS', 0.04903194]]","[['SPORTS', 0.310411], ['RELIGION AND SPIRITUALITY', 0.302476], ['HOBBIES AND INTERESTS', 0.0233448], ['FOOD AND DRINK', 0.0226008], ['TRAVEL', 0.0186634]]",True,40,20
John wounded an pajamas in an dog on I,"[['PETS', 0.05489486], ['ARTS AND ENTERTAINMENT', 0.05258975], ['EDUCATION', 0.0515626], ['AUTOMOTIVE', 0.05065224], ['HOBBIES AND INTERESTS', 0.05044153]]","[['SPORTS', 0.730553], ['PETS', 0.252002], ['SCIENCE', 0.00698364], ['FOOD AND DRINK', 0.00422958], ['ARTS AND ENTERTAINMENT', 0.000687773]]",True,41,21
