the elephant with my cat walked I with an dog outside Mary with a cat outside my dog with the man with my man,"[['PETS', 0.07970443], ['HOBBIES AND INTERESTS', 0.05222428], ['TRAVEL', 0.05192443], ['RELIGION AND SPIRITUALITY', 0.05131913], ['TECHNOLOGY AND COMPUTING', 0.05100821]]","[['PETS', 0.999833], ['ARTS AND ENTERTAINMENT', 3.92907e-06], ['SPORTS', 2.74025e-06], ['HOBBIES AND INTERESTS', 2.83912e-07], ['HEALTH AND FITNESS', 2.29416e-07]]",True,1,1
the elephant with my cat saw I with an dog outside Mary with a cat outside my dog with the man with my man,"[['PETS', 0.07740648], ['HOBBIES AND INTERESTS', 0.05769555], ['EDUCATION', 0.05153076], ['HEALTH AND FITNESS', 0.0507583], ['AUTOMOTIVE', 0.05042153]]","[['PETS', 0.977076], ['ARTS AND ENTERTAINMENT', 0.000956513], ['SPORTS', 0.000105726], ['HEALTH AND FITNESS', 4.90304e-05], ['HOBBIES AND INTERESTS', 4.55029e-05]]",False,2,1
the elephant with my cat walked I with an dog outside Mary with a cat outside a dog with the man with my man,"[['PETS', 0.07590948], ['HOBBIES AND INTERESTS', 0.05250856], ['TRAVEL', 0.05187715], ['RELIGION AND SPIRITUALITY', 0.05154601], ['ARTS AND ENTERTAINMENT', 0.05144]]","[['PETS', 0.99712], ['ARTS AND ENTERTAINMENT', 3.19624e-06], ['SPORTS', 1.0017e-06], ['HOBBIES AND INTERESTS', 1.82283e-07], ['HEALTH AND FITNESS', 1.0003e-07]]",False,3,1
the elephant with my cat walked I with an dog outside Mary with a cat outside my dog with the man with my telescope,"[['PETS', 0.0798155], ['SCIENCE', 0.05296467], ['HOBBIES AND INTERESTS', 0.05152249], ['TRAVEL', 0.05138474], ['RELIGION AND SPIRITUALITY', 0.05045208]]","[['PETS', 0.999834], ['ARTS AND ENTERTAINMENT', 2.66064e-06], ['HOBBIES AND INTERESTS', 1.80881e-07], ['HEALTH AND FITNESS', 1.67095e-07], ['SCIENCE', 5.22927e-08]]",False,4,1
the elephant with my cat saw I with an dog outside Mary with a cat outside my dog with the man with my man,"[['PETS', 0.07740648], ['HOBBIES AND INTERESTS', 0.05769555], ['EDUCATION', 0.05153076], ['HEALTH AND FITNESS', 0.0507583], ['AUTOMOTIVE', 0.05042153]]","[['PETS', 0.977076], ['ARTS AND ENTERTAINMENT', 0.000956513], ['SPORTS', 0.000105726], ['HEALTH AND FITNESS', 4.90304e-05], ['HOBBIES AND INTERESTS', 4.55029e-05]]",False,4,1
the elephant with my cat killed I with an dog outside Mary with a cat outside my dog with the man with my man,"[['PETS', 0.07883852], ['RELIGION AND SPIRITUALITY', 0.05472963], ['TRAVEL', 0.05250683], ['HOBBIES AND INTERESTS', 0.05222585], ['EDUCATION', 0.05041855]]","[['PETS', 0.990844], ['ARTS AND ENTERTAINMENT', 0.000330073], ['SPORTS', 7.67705e-05], ['HOBBIES AND INTERESTS', 3.48866e-05], ['HEALTH AND FITNESS', 1.71932e-05]]",True,5,2
the elephant with my cat killed I with an dog outside Bob with a cat outside my dog with the man with my man,"[['PETS', 0.0815733], ['TRAVEL', 0.05427478], ['HOBBIES AND INTERESTS', 0.05051605], ['RELIGION AND SPIRITUALITY', 0.05021363], ['SPORTS', 0.04929621]]","[['PETS', 0.994879], ['ARTS AND ENTERTAINMENT', 0.000378122], ['SPORTS', 0.000107145], ['HOBBIES AND INTERESTS', 4.37828e-05], ['HEALTH AND FITNESS', 8.77015e-06]]",False,6,2
the elephant with my cat killed I with an dog outside Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.07889772], ['RELIGION AND SPIRITUALITY', 0.05477073], ['TRAVEL', 0.05254626], ['HOBBIES AND INTERESTS', 0.05226507], ['EDUCATION', 0.05045641]]","[['PETS', 0.999891], ['ARTS AND ENTERTAINMENT', 3.37842e-06], ['HOBBIES AND INTERESTS', 4.87997e-07], ['HEALTH AND FITNESS', 2.22256e-07], ['NON STANDARD CONTENT', 2.56222e-08]]",True,7,3
the elephant with my cat walked I with an dog outside Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.07976882], ['HOBBIES AND INTERESTS', 0.05226647], ['TRAVEL', 0.05196638], ['RELIGION AND SPIRITUALITY', 0.05136059], ['TECHNOLOGY AND COMPUTING', 0.05090572]]","[['PETS', 0.999998], ['ARTS AND ENTERTAINMENT', 4.20812e-08], ['HOBBIES AND INTERESTS', 4.15699e-09], ['HEALTH AND FITNESS', 3.09638e-09], ['NON STANDARD CONTENT', 3.69628e-10]]",True,8,4
the elephant with my cat walked Mary with an dog outside Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.0822835], ['TRAVEL', 0.05170179], ['RELIGION AND SPIRITUALITY', 0.05088629], ['EDUCATION', 0.0508427], ['HEALTH AND FITNESS', 0.05033065]]","[['PETS', 1.0], ['ARTS AND ENTERTAINMENT', 3.19578e-08], ['HOBBIES AND INTERESTS', 4.25314e-09], ['HEALTH AND FITNESS', 4.24385e-10], ['NON STANDARD CONTENT', 2.8022e-10]]",True,9,5
the elephant with my cat walked Mary with an dog in Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.08259639], ['TRAVEL', 0.05170492], ['RELIGION AND SPIRITUALITY', 0.05088937], ['EDUCATION', 0.05075778], ['HEALTH AND FITNESS', 0.05025649]]","[['PETS', 0.999997], ['ARTS AND ENTERTAINMENT', 7.61648e-08], ['HOBBIES AND INTERESTS', 3.03138e-09], ['HEALTH AND FITNESS', 2.87574e-10], ['NON STANDARD CONTENT', 2.66575e-10]]",True,10,6
the elephant with my cat walked Mary with an telescope in Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.0826331], ['SCIENCE', 0.05263143], ['EDUCATION', 0.05141819], ['TRAVEL', 0.05111901], ['HEALTH AND FITNESS', 0.05022886]]","[['PETS', 1.0], ['ARTS AND ENTERTAINMENT', 1.9883e-08], ['HOBBIES AND INTERESTS', 3.60828e-09], ['HEALTH AND FITNESS', 3.44435e-10], ['SPORTS', 1.9451e-10]]",True,11,7
the elephant with my cat wounded Mary with an telescope in Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.08207166], ['SCIENCE', 0.05359878], ['EDUCATION', 0.05166591], ['HEALTH AND FITNESS', 0.05114239], ['TRAVEL', 0.04978472]]","[['PETS', 0.999992], ['ARTS AND ENTERTAINMENT', 4.45615e-06], ['HOBBIES AND INTERESTS', 8.59086e-08], ['HEALTH AND FITNESS', 1.70975e-08], ['SPORTS', 9.65497e-09]]",True,12,8
the dog with my cat wounded Mary with an telescope in Mary with a cat outside my dog with the man with my cat,"[['PETS', 0.08353017], ['SCIENCE', 0.0541271], ['EDUCATION', 0.05140919], ['HEALTH AND FITNESS', 0.05078129], ['RELIGION AND SPIRITUALITY', 0.05019788]]","[['PETS', 0.913329], ['ARTS AND ENTERTAINMENT', 3.15265e-07], ['HOBBIES AND INTERESTS', 6.67402e-09], ['SCIENCE', 2.74095e-09], ['HEALTH AND FITNESS', 1.31525e-09]]",False,13,8
the elephant with my cat wounded Mary with an telescope in Mary with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08609564], ['EDUCATION', 0.05151395], ['SCIENCE', 0.05068579], ['HEALTH AND FITNESS', 0.04974053], ['RELIGION AND SPIRITUALITY', 0.04864089]]","[['PETS', 0.999995], ['SCIENCE', 1.0196e-06], ['ARTS AND ENTERTAINMENT', 5.09089e-07], ['HOBBIES AND INTERESTS', 2.50698e-08], ['SPORTS', 4.69598e-09]]",True,14,9
the elephant with my cat killed Mary with an telescope in Mary with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08568889], ['RELIGION AND SPIRITUALITY', 0.05225891], ['EDUCATION', 0.05206764], ['SCIENCE', 0.05149428], ['TRAVEL', 0.05011058]]","[['PETS', 0.999997], ['SCIENCE', 1.97841e-06], ['ARTS AND ENTERTAINMENT', 1.6983e-07], ['HOBBIES AND INTERESTS', 5.01779e-08], ['SPORTS', 1.10651e-08]]",True,15,10
the elephant with my cat killed Mary with an pajamas in Mary with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08564788], ['RELIGION AND SPIRITUALITY', 0.05320562], ['EDUCATION', 0.05139712], ['TRAVEL', 0.05068319], ['HEALTH AND FITNESS', 0.04841383]]","[['PETS', 0.999945], ['SCIENCE', 5.34239e-05], ['SPORTS', 2.60617e-07], ['ARTS AND ENTERTAINMENT', 2.50752e-07], ['FOOD AND DRINK', 8.62128e-08]]",True,16,11
the elephant with my cat killed I with an pajamas in Mary with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08307365], ['RELIGION AND SPIRITUALITY', 0.05372952], ['HOBBIES AND INTERESTS', 0.05126744], ['TRAVEL', 0.05096912], ['EDUCATION', 0.05021967]]","[['PETS', 0.999817], ['SCIENCE', 0.000173172], ['ARTS AND ENTERTAINMENT', 4.12373e-07], ['SPORTS', 2.61004e-07], ['HOBBIES AND INTERESTS', 2.13368e-07]]",True,17,12
the elephant with my cat saw I with an pajamas in Mary with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08159616], ['HOBBIES AND INTERESTS', 0.05665862], ['EDUCATION', 0.0513473], ['AUTOMOTIVE', 0.05108321], ['TECHNOLOGY AND COMPUTING', 0.04969419]]","[['PETS', 0.999805], ['SCIENCE', 0.00016992], ['ARTS AND ENTERTAINMENT', 1.16927e-06], ['SPORTS', 6.59662e-07], ['FOOD AND DRINK', 5.2134e-07]]",True,18,13
the elephant with my cat saw I with an pajamas in John with a cat outside my dog with the pajamas with my cat,"[['PETS', 0.08125076], ['HOBBIES AND INTERESTS', 0.05559476], ['EDUCATION', 0.05379898], ['AUTOMOTIVE', 0.05237823], ['ARTS AND ENTERTAINMENT', 0.04834089]]","[['PETS', 0.999768], ['SCIENCE', 0.000207751], ['ARTS AND ENTERTAINMENT', 1.48523e-06], ['SPORTS', 1.43716e-06], ['HEALTH AND FITNESS', 8.20155e-07]]",True,19,14
the elephant with my cat saw I with an pajamas in John with a cat outside my dog with the pajamas outside my cat,"[['PETS', 0.08125076], ['HOBBIES AND INTERESTS', 0.05559476], ['EDUCATION', 0.05379898], ['AUTOMOTIVE', 0.05237823], ['ARTS AND ENTERTAINMENT', 0.04834089]]","[['PETS', 0.999916], ['SCIENCE', 6.99367e-05], ['SPORTS', 4.61687e-07], ['HEALTH AND FITNESS', 4.17614e-07], ['FOOD AND DRINK', 3.09267e-07]]",True,20,15
the elephant with my cat saw I with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.08125076], ['HOBBIES AND INTERESTS', 0.05559476], ['EDUCATION', 0.05379898], ['AUTOMOTIVE', 0.05237823], ['ARTS AND ENTERTAINMENT', 0.04834089]]","[['PETS', 0.999936], ['SCIENCE', 5.2194e-05], ['ARTS AND ENTERTAINMENT', 8.43416e-07], ['SOCIETY', 5.03193e-07], ['HEALTH AND FITNESS', 3.09574e-07]]",True,21,16
the elephant with my cat killed I with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.08273995], ['RELIGION AND SPIRITUALITY', 0.05351644], ['EDUCATION', 0.05262893], ['TRAVEL', 0.05059395], ['HOBBIES AND INTERESTS', 0.05031572]]","[['PETS', 0.999941], ['SCIENCE', 5.38934e-05], ['SOCIETY', 4.8031e-07], ['ARTS AND ENTERTAINMENT', 2.81208e-07], ['HEALTH AND FITNESS', 1.03691e-07]]",True,22,17
the elephant with my cat shot I with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.0813303], ['SPORTS', 0.05311718], ['TRAVEL', 0.05201266], ['EDUCATION', 0.05081438], ['RELIGION AND SPIRITUALITY', 0.04933085]]","[['PETS', 0.999932], ['SCIENCE', 5.01393e-05], ['SPORTS', 5.78317e-06], ['ARTS AND ENTERTAINMENT', 8.35656e-07], ['SOCIETY', 2.96894e-07]]",True,23,18
the elephant with an cat shot I with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.0813303], ['SPORTS', 0.05311718], ['TRAVEL', 0.05201266], ['EDUCATION', 0.05081438], ['RELIGION AND SPIRITUALITY', 0.04933085]]","[['PETS', 0.999965], ['SCIENCE', 1.9577e-05], ['SPORTS', 5.18215e-06], ['FOOD AND DRINK', 4.77816e-07], ['SOCIETY', 2.25407e-07]]",True,24,19
the elephant with an cat wounded I with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.08308815], ['EDUCATION', 0.05204138], ['HOBBIES AND INTERESTS', 0.05045174], ['RELIGION AND SPIRITUALITY', 0.04978466], ['AUTOMOTIVE', 0.04932599]]","[['PETS', 0.999984], ['SCIENCE', 2.77874e-06], ['ARTS AND ENTERTAINMENT', 1.29807e-07], ['SOCIETY', 6.94655e-08], ['FOOD AND DRINK', 5.93242e-08]]",True,25,20
the elephant with an cat wounded John with an pajamas in John with a cat outside my dog with the pajamas by my cat,"[['PETS', 0.08566368], ['EDUCATION', 0.05326207], ['RELIGION AND SPIRITUALITY', 0.04929971], ['AUTOMOTIVE', 0.04880801], ['TRAVEL', 0.0484585]]","[['PETS', 0.999393], ['SOCIETY', 0.000600551], ['SCIENCE', 4.6589e-06], ['ARTS AND ENTERTAINMENT', 1.7501e-07], ['FOOD AND DRINK', 1.04506e-07]]",True,26,21
the elephant with an cat wounded John with an pajamas in John with a cat in my dog with the pajamas by my cat,"[['PETS', 0.08473785], ['EDUCATION', 0.05337464], ['AUTOMOTIVE', 0.0499803], ['HOBBIES AND INTERESTS', 0.04981862], ['ARTS AND ENTERTAINMENT', 0.04800057]]","[['PETS', 0.999997], ['SOCIETY', 3.35048e-06], ['SCIENCE', 4.00667e-08], ['ARTS AND ENTERTAINMENT', 4.73216e-09], ['FOOD AND DRINK', 9.71597e-10]]",True,27,22
the elephant with an cat wounded John in an pajamas in John with a cat in my dog with the pajamas by my cat,"[['PETS', 0.08473785], ['EDUCATION', 0.05337464], ['AUTOMOTIVE', 0.0499803], ['HOBBIES AND INTERESTS', 0.04981862], ['ARTS AND ENTERTAINMENT', 0.04800057]]","[['PETS', 1.0], ['SCIENCE', 2.16996e-08], ['ARTS AND ENTERTAINMENT', 3.11843e-09], ['SOCIETY', 3.96879e-10], ['FOOD AND DRINK', 3.74821e-10]]",True,28,23
the elephant with an cat wounded John in my pajamas in John with a cat in my dog with the pajamas by my cat,"[['PETS', 0.08473785], ['EDUCATION', 0.05337464], ['AUTOMOTIVE', 0.0499803], ['HOBBIES AND INTERESTS', 0.04981862], ['ARTS AND ENTERTAINMENT', 0.04800057]]","[['PETS', 1.0], ['SCIENCE', 3.75758e-08], ['ARTS AND ENTERTAINMENT', 1.51678e-08], ['NON STANDARD CONTENT', 1.71979e-09], ['SOCIETY', 8.12977e-10]]",True,29,24
