room a country Olivia an company woman company on Olivia school Alexander I Thomas country business a room Olivia tried I in an room,"[['BUSINESS', 0.06664633], ['EDUCATION', 0.05851897], ['HOME AND GARDEN', 0.0569593], ['LAW GOVERNMENT AND POLITICS', 0.05563056], ['TRAVEL', 0.05390249]]","[['CONSTRUCTION', 0.13], ['BUSINESS', 0.08], ['TRAVELING WITH KIDS', 0.08], ['TRAVEL', 0.07]]",False,1,0,11:21:55.540107
room a country Olivia an company woman company on Olivia school Alexander I Thomas country business a room Olivia tried I on an room,"[['BUSINESS', 0.06664633], ['EDUCATION', 0.05851897], ['HOME AND GARDEN', 0.0569593], ['LAW GOVERNMENT AND POLITICS', 0.05563056], ['TRAVEL', 0.05390249]]","[['CONSTRUCTION', 0.13], ['BUSINESS', 0.08], ['TRAVELING WITH KIDS', 0.08], ['TRAVEL', 0.07]]",False,2,0,11:21:58.267689
room a country Olivia an week woman company on Olivia school Alexander I Thomas country business a room Olivia tried I on an room,"[['BUSINESS', 0.06923177], ['EDUCATION', 0.05958584], ['HOME AND GARDEN', 0.05701625], ['LAW GOVERNMENT AND POLITICS', 0.05630939], ['REAL ESTATE', 0.0542709]]","[['ACCESSORIES', 0.39], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['TRAVEL', 0.07], ['STYLE & FASHION', 0.07]]",True,3,1,11:22:00.974663
room a country Olivia an week woman company on Olivia school Alexander I Thomas country business a room Olivia tried I by an room,"[['BUSINESS', 0.06923177], ['EDUCATION', 0.05958584], ['HOME AND GARDEN', 0.05701625], ['LAW GOVERNMENT AND POLITICS', 0.05630939], ['REAL ESTATE', 0.0542709]]","[['ACCESSORIES', 0.39], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['TRAVEL', 0.07], ['STYLE & FASHION', 0.07]]",True,4,2,11:22:03.652045
room a country Olivia an week woman company on Olivia school Alexander I Thomas country business a room Olivia tried I in an room,"[['BUSINESS', 0.06923177], ['EDUCATION', 0.05958584], ['HOME AND GARDEN', 0.05701625], ['LAW GOVERNMENT AND POLITICS', 0.05630939], ['REAL ESTATE', 0.0542709]]","[['ACCESSORIES', 0.39], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['TRAVEL', 0.07], ['STYLE & FASHION', 0.07]]",True,5,3,11:22:06.246383
room a country Olivia an week woman company on Olivia business Alexander I Thomas country business a room Olivia tried I in an room,"[['BUSINESS', 0.06742715], ['LAW GOVERNMENT AND POLITICS', 0.05857742], ['HOME AND GARDEN', 0.05698297], ['REAL ESTATE', 0.05652185], ['TRAVEL', 0.05363182]]","[['BUSINESS SOFTWARE', 0.13], ['BUSINESS', 0.11]]",False,6,3,11:22:08.992594
room a country Olivia an week woman company on Olivia school Alexander I Thomas country business a room Olivia stood I in an room,"[['BUSINESS', 0.06904598], ['EDUCATION', 0.06155169], ['LAW GOVERNMENT AND POLITICS', 0.05796705], ['HOME AND GARDEN', 0.05727453], ['REAL ESTATE', 0.05332039]]","[['ACCESSORIES', 0.38], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['STYLE & FASHION', 0.07], ['TRAVEL', 0.07]]",True,7,4,11:22:11.671850
room a country Olivia an week woman company on Olivia school Alexander I Thomas country business a room Olivia stood I in the room,"[['BUSINESS', 0.06904598], ['EDUCATION', 0.06155169], ['LAW GOVERNMENT AND POLITICS', 0.05796705], ['HOME AND GARDEN', 0.05727453], ['REAL ESTATE', 0.05332039]]","[['ACCESSORIES', 0.38], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['STYLE & FASHION', 0.07], ['TRAVEL', 0.07]]",True,8,5,11:22:14.405549
room a country Olivia an week woman company on Olivia school Alexander Thomas Thomas country business a room Olivia stood I in the room,"[['BUSINESS', 0.06898273], ['EDUCATION', 0.06181903], ['LAW GOVERNMENT AND POLITICS', 0.05795342], ['HOME AND GARDEN', 0.05726106], ['REAL ESTATE', 0.05330785]]","[['ACCESSORIES', 0.38], ['GARDENING', 0.23], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['STYLE & FASHION', 0.06]]",True,9,6,11:22:17.011598
room my country Olivia an week woman company on Olivia school Alexander Thomas Thomas country business a room Olivia stood I in the room,"[['BUSINESS', 0.06588843], ['EDUCATION', 0.06252326], ['HOME AND GARDEN', 0.05779533], ['LAW GOVERNMENT AND POLITICS', 0.05678099], ['HOBBIES AND INTERESTS', 0.05235677]]","[['ACCESSORIES', 0.38], ['GARDENING', 0.23], ['CONSTRUCTION', 0.13], ['TRAVELING WITH KIDS', 0.08], ['STYLE & FASHION', 0.06]]",True,10,7,11:22:19.586092
room my country Olivia an room woman company on Olivia school Alexander Thomas Thomas country business a room Olivia stood I in the room,"[['BUSINESS', 0.06339279], ['EDUCATION', 0.06136985], ['HOME AND GARDEN', 0.05770569], ['LAW GOVERNMENT AND POLITICS', 0.05606546], ['TRAVEL', 0.05517735]]","[['APARTMENTS', 0.45], ['ACCESSORIES', 0.38], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.08]]",True,11,8,11:22:22.341699
room my country Olivia an room woman company on Olivia school Alexander Thomas Thomas country business a room Olivia looked I in the room,"[['BUSINESS', 0.06281024], ['EDUCATION', 0.06079829], ['HOME AND GARDEN', 0.0581841], ['TRAVEL', 0.05611579], ['LAW GOVERNMENT AND POLITICS', 0.05423963]]","[['APARTMENTS', 0.45], ['ACCESSORIES', 0.38], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.07]]",True,12,9,11:22:25.337872
room a country Olivia an room woman company on Olivia school Alexander Thomas Thomas country business a room Olivia looked I in the room,"[['BUSINESS', 0.0657869], ['EDUCATION', 0.06013811], ['HOME AND GARDEN', 0.05766984], ['LAW GOVERNMENT AND POLITICS', 0.05538225], ['REAL ESTATE', 0.05358863]]","[['APARTMENTS', 0.45], ['ACCESSORIES', 0.38], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.07]]",True,13,10,11:22:27.974536
room a country Olivia an room woman company on Olivia school Alexander Thomas Thomas country business a room Olivia looked I in a room,"[['BUSINESS', 0.0657869], ['EDUCATION', 0.06013811], ['HOME AND GARDEN', 0.05766984], ['LAW GOVERNMENT AND POLITICS', 0.05538225], ['REAL ESTATE', 0.05358863]]","[['APARTMENTS', 0.45], ['ACCESSORIES', 0.38], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.07]]",True,14,11,11:22:30.914439
room a country I an room woman company on Olivia school Alexander Thomas Thomas country business a room Olivia looked I in a room,"[['BUSINESS', 0.06540942], ['EDUCATION', 0.06021651], ['HOME AND GARDEN', 0.0580465], ['LAW GOVERNMENT AND POLITICS', 0.05580377], ['TRAVEL', 0.05383938]]","[['APARTMENTS', 0.46], ['ACCESSORIES', 0.39], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.08]]",True,15,12,11:22:33.751685
room a country I an room woman company outside Olivia school Alexander Thomas Thomas country business a room Olivia looked I in a room,"[['BUSINESS', 0.06818385], ['EDUCATION', 0.06022457], ['TRAVEL', 0.05697616], ['HOME AND GARDEN', 0.05610408], ['LAW GOVERNMENT AND POLITICS', 0.05430293]]","[['APARTMENTS', 0.46], ['ACCESSORIES', 0.39], ['GARDENING', 0.22], ['CONSTRUCTION', 0.14], ['TRAVELING WITH KIDS', 0.08]]",True,16,13,11:22:36.578348
